transaction_id,transaction_datetime,customer_id,customer_full_name,customer_age,customer_country,customer_loyalty_tier,customer_account_age_days,product_category,product_subcategory,quantity_purchased,unit_price_usd,gross_amount_usd,loyalty_discount_pct,promo_discount_pct,total_discount_pct,discount_amount_usd,net_amount_before_tax_usd,tax_rate,tax_amount_usd,net_amount_after_tax_usd,shipping_fee_usd,total_transaction_amount_usd,payment_method,device_type,days_since_last_purchase,is_fraudulent,is_returned,is_churned_customer
TXN0008807,2023-02-17 09:37:57,CUST00782,Elena Anderson,59,United States,Bronze,3078,Clothing,Sneakers,1,137.08,137.08,0.0,0.0,0.0,0.0,137.08,0.141,19.33,156.41,0.0,156.41,Google Pay,Mobile,268,0,0,1
TXN0008808,2024-08-31 11:23:46,CUST01127,Patricia Taylor,46,Canada,Bronze,3061,Home & Garden,Tools,3,116.6,349.8,0.0,0.0,0.0,0.0,349.8,0.141,49.32,399.12,0.0,399.12,Google Pay,Mobile,8,0,0,0
TXN0008809,2024-07-26 20:03:37,CUST01288,Mohammed Gonzalez,25,United States,Silver,1980,Clothing,Suit,1,298.11,298.11,0.05,0.1,0.15,44.72,253.39,0.078,19.76,273.15,0.0,273.15,PayPal,Tablet,198,0,1,0
TXN0008810,2023-02-16 07:00:13,CUST00454,Mohammed Moore,69,Australia,Bronze,1043,Books,Fiction,3,32.3,96.9,0.0,0.05,0.05,4.85,92.05,0.134,12.33,104.38,0.0,104.38,Debit Card,Desktop,103,0,0,0
TXN0008811,2023-03-06 00:23:32,CUST00503,Carlos Johnson,66,United States,Bronze,2613,Beauty,Haircare,3,52.28,156.84,0.0,0.0,0.0,0.0,156.84,0.066,10.35,167.19,0.0,167.19,Credit Card,Desktop,248,0,0,1
TXN0008812,2023-01-28 16:38:39,CUST00768,Susan Harris,34,United States,Bronze,2162,Books,History,1,61.16,61.16,0.0,0.0,0.0,0.0,61.16,0.088,5.38,66.54,0.0,66.54,Debit Card,Mobile,90,0,0,0
TXN0008813,2024-11-08 18:49:15,CUST00597,Wei Anderson,71,United States,Gold,1638,Electronics,Speaker,5,729.82,3649.1,0.1,0.2,0.3,1094.73,2554.37,0.072,183.91,2738.28,0.0,2738.28,Credit Card,Mobile,157,1,0,0
TXN0008814,2024-06-17 10:09:04,CUST00413,James Allen,48,United States,Silver,3209,Groceries,Frozen Food,1,23.76,23.76,0.05,0.0,0.05,1.19,22.57,0.14,3.16,25.73,7.6,33.33,Credit Card,Mobile,6,0,0,0
TXN0008815,2024-02-19 08:45:15,CUST01113,Thomas Nguyen,32,United States,Silver,1639,Books,Fiction,1,52.72,52.72,0.05,0.0,0.05,2.64,50.08,0.116,5.81,55.89,0.0,55.89,Google Pay,Desktop,238,0,0,0
TXN0008816,2024-01-23 17:19:00,CUST00162,Ibrahim Young,45,United States,Silver,2527,Groceries,Frozen Food,1,40.27,40.27,0.05,0.2,0.25,10.07,30.2,0.107,3.23,33.43,9.73,43.16,Credit Card,Mobile,280,0,0,0
TXN0008817,2024-04-17 06:25:41,CUST00513,Aisha Chen,20,United States,Bronze,2293,Electronics,Tablet,3,1035.47,3106.41,0.0,0.1,0.1,310.64,2795.77,0.068,190.11,2985.88,0.0,2985.88,Apple Pay,Tablet,115,0,0,0
TXN0008818,2024-01-20 18:14:04,CUST00910,William Miller,25,United States,Gold,3520,Books,Self-Help,3,55.51,166.53,0.1,0.0,0.1,16.65,149.88,0.102,15.29,165.17,0.0,165.17,Credit Card,Desktop,344,0,0,0
TXN0008819,2024-05-04 11:12:18,CUST01038,Jessica Thompson,58,Australia,Bronze,1452,Beauty,Makeup,1,84.73,84.73,0.0,0.0,0.0,0.0,84.73,0.119,10.08,94.81,0.0,94.81,Credit Card,Mobile,21,0,0,0
TXN0008820,2024-08-26 23:53:20,CUST01466,Barbara Kim,71,Canada,Silver,1220,Books,Non-Fiction,4,70.86,283.44,0.05,0.15,0.2,56.69,226.75,0.078,17.69,244.44,0.0,244.44,Credit Card,Mobile,294,0,0,0
TXN0008821,2024-10-03 01:04:45,CUST00103,Robert Patel,62,United States,Gold,3184,Beauty,Vitamins,3,131.67,395.01,0.1,0.0,0.1,39.5,355.51,0.144,51.19,406.7,0.0,406.7,Bank Transfer,Desktop,193,0,0,0
TXN0008822,2024-02-06 00:09:22,CUST01315,Sarah Martin,45,Canada,Silver,3357,Sports,Swimming,1,539.54,539.54,0.05,0.0,0.05,26.98,512.56,0.124,63.56,576.12,0.0,576.12,Debit Card,Desktop,105,0,0,0
TXN0008823,2023-02-17 08:25:48,CUST00102,Charles Miller,63,Germany,Silver,1029,Sports,Gym Equipment,3,346.0,1038.0,0.05,0.0,0.05,51.9,986.1,0.085,83.82,1069.92,0.0,1069.92,Debit Card,Desktop,192,0,0,0
TXN0008824,2023-05-04 01:41:36,CUST01063,Ibrahim Kim,31,Mexico,Bronze,1808,Home & Garden,Plants,1,517.76,517.76,0.0,0.0,0.0,0.0,517.76,0.127,65.76,583.52,0.0,583.52,Apple Pay,Mobile,365,0,0,1
TXN0008825,2023-06-15 06:20:08,CUST00824,Jennifer Brown,44,Brazil,Silver,2360,Electronics,Camera,1,1320.68,1320.68,0.05,0.2,0.25,330.17,990.51,0.106,104.99,1095.5,0.0,1095.5,Credit Card,Mobile,169,0,0,0
TXN0008826,2023-08-01 12:02:22,CUST01341,Wei Patel,55,Brazil,Bronze,3337,Toys,Outdoor,1,52.38,52.38,0.0,0.0,0.0,0.0,52.38,0.086,4.5,56.88,0.0,56.88,Credit Card,Mobile,356,0,0,1
TXN0008827,2023-01-27 03:28:16,CUST00787,Mary Singh,72,United States,Platinum,1433,Beauty,Makeup,1,98.05,98.05,0.15,0.15,0.3,29.41,68.64,0.129,8.85,77.49,0.0,77.49,PayPal,Mobile,266,0,0,0
TXN0008828,2024-08-25 18:29:37,CUST00228,John Jones,66,Japan,Gold,2996,Home & Garden,Tools,1,582.36,582.36,0.1,0.05,0.15,87.35,495.01,0.099,49.01,544.02,0.0,544.02,Credit Card,Desktop,282,0,0,0
TXN0008829,2024-10-15 13:43:39,CUST00472,Patricia Johnson,69,Australia,Silver,3649,Beauty,Sunscreen,1,70.23,70.23,0.05,0.0,0.05,3.51,66.72,0.129,8.61,75.33,0.0,75.33,Credit Card,Desktop,344,0,0,0
TXN0008830,2024-11-29 23:34:13,CUST01462,Susan Jackson,45,United States,Bronze,492,Sports,Swimming,1,188.25,188.25,0.0,0.05,0.05,9.41,178.84,0.081,14.49,193.33,0.0,193.33,Debit Card,Mobile,177,0,0,0
TXN0008831,2024-02-17 04:30:12,CUST00243,James Johnson,68,United States,Platinum,3253,Clothing,Sneakers,4,70.89,283.56,0.15,0.05,0.2,56.71,226.85,0.05,11.34,238.19,0.0,238.19,Credit Card,Mobile,262,0,0,0
TXN0008832,2023-06-22 18:30:01,CUST00445,Aisha Kumar,43,India,Silver,385,Sports,Weights,2,51.89,103.78,0.05,0.1,0.15,15.57,88.21,0.07,6.17,94.38,0.0,94.38,Credit Card,Desktop,81,0,0,0
TXN0008833,2023-12-23 01:30:37,CUST00461,Karen Harris,61,India,Silver,1651,Beauty,Fragrance,1,6.09,6.09,0.05,0.0,0.05,0.3,5.79,0.058,0.34,6.13,4.14,10.27,Bank Transfer,Mobile,212,0,0,0
TXN0008834,2023-04-22 09:52:24,CUST00600,Thomas Rodriguez,35,Germany,Gold,1892,Clothing,Sneakers,1,245.37,245.37,0.1,0.15,0.25,61.34,184.03,0.128,23.56,207.59,0.0,207.59,Credit Card,Mobile,245,0,0,0
TXN0008835,2024-12-12 02:52:08,CUST00370,Carlos Thomas,63,United States,Silver,1258,Electronics,Speaker,2,1468.87,2937.74,0.05,0.0,0.05,146.89,2790.85,0.064,178.61,2969.46,0.0,2969.46,Apple Pay,Mobile,29,0,0,0
TXN0008836,2024-08-24 17:22:27,CUST00586,Karen Gonzalez,66,United States,Silver,2267,Sports,Camping,2,581.68,1163.36,0.05,0.05,0.1,116.34,1047.02,0.102,106.8,1153.82,0.0,1153.82,PayPal,Desktop,344,0,0,0
TXN0008837,2024-11-04 16:16:23,CUST01443,Elena Moore,57,Germany,Platinum,3495,Electronics,Smartphone,1,572.25,572.25,0.15,0.0,0.15,85.84,486.41,0.098,47.67,534.08,0.0,534.08,Google Pay,Mobile,28,0,0,0
TXN0008838,2024-01-25 04:18:14,CUST00353,David Garcia,49,Germany,Bronze,3295,Electronics,Smart Watch,2,1057.1,2114.2,0.0,0.1,0.1,211.42,1902.78,0.115,218.82,2121.6,0.0,2121.6,Credit Card,Mobile,222,0,0,1
TXN0008839,2024-06-11 12:05:29,CUST00624,James Singh,72,Australia,Bronze,2150,Books,Fiction,1,73.68,73.68,0.0,0.0,0.0,0.0,73.68,0.095,7.0,80.68,0.0,80.68,Apple Pay,Desktop,132,0,0,0
TXN0008840,2024-05-20 06:26:24,CUST00504,Linda Williams,63,United States,Bronze,1897,Beauty,Men Grooming,1,32.28,32.28,0.0,0.05,0.05,1.61,30.67,0.058,1.78,32.45,7.54,39.99,Debit Card,Desktop,287,0,0,1
TXN0008841,2024-03-19 09:04:30,CUST00154,Wei Moore,26,United States,Platinum,2296,Clothing,Dress,1,36.02,36.02,0.15,0.0,0.15,5.4,30.62,0.088,2.69,33.31,4.61,37.92,Debit Card,Desktop,48,0,0,0
TXN0008842,2023-01-11 23:11:25,CUST01305,Mohammed White,62,Brazil,Gold,1354,Clothing,Shoes,1,35.59,35.59,0.1,0.0,0.1,3.56,32.03,0.1,3.2,35.23,7.96,43.19,Debit Card,Mobile,313,0,0,0
TXN0008843,2024-10-05 23:35:12,CUST01089,Priya Williams,71,United States,Platinum,2157,Books,Self-Help,2,77.86,155.72,0.15,0.05,0.2,31.14,124.58,0.057,7.1,131.68,0.0,131.68,Credit Card,Mobile,312,0,0,0
TXN0008844,2023-08-05 23:16:54,CUST01014,Aisha Thompson,52,Germany,Gold,1258,Beauty,Fragrance,2,113.61,227.22,0.1,0.0,0.1,22.72,204.5,0.078,15.95,220.45,0.0,220.45,PayPal,Desktop,224,0,0,0
TXN0008845,2024-07-10 23:24:23,CUST00732,Mohammed Young,32,United Kingdom,Gold,3382,Books,Children,1,75.79,75.79,0.1,0.2,0.3,22.74,53.05,0.125,6.63,59.68,0.0,59.68,Google Pay,Mobile,163,0,0,0
TXN0008846,2023-10-30 14:46:25,CUST00645,Susan Garcia,34,France,Gold,2791,Groceries,Frozen Food,1,65.77,65.77,0.1,0.0,0.1,6.58,59.19,0.11,6.51,65.7,0.0,65.7,Credit Card,Desktop,91,0,0,0
TXN0008847,2024-12-30 20:18:55,CUST00314,James Thomas,37,United States,Bronze,3168,Books,Fiction,4,49.47,197.88,0.0,0.05,0.05,9.89,187.99,0.109,20.49,208.48,0.0,208.48,Debit Card,Mobile,104,0,0,0
TXN0008848,2024-09-20 14:48:34,CUST00175,Carlos Gonzalez,35,United Kingdom,Gold,747,Toys,Educational,2,82.09,164.18,0.1,0.0,0.1,16.42,147.76,0.146,21.57,169.33,0.0,169.33,Debit Card,Tablet,26,0,0,0
TXN0008849,2023-06-26 11:00:09,CUST00793,Richard White,48,United States,Bronze,846,Home & Garden,Decor,2,727.2,1454.4,0.0,0.0,0.0,0.0,1454.4,0.11,159.98,1614.38,0.0,1614.38,Credit Card,Mobile,112,0,0,0
TXN0008850,2023-04-30 11:41:28,CUST00754,Ibrahim Thomas,70,United States,Gold,298,Sports,Yoga Mat,5,293.31,1466.55,0.1,0.15,0.25,366.64,1099.91,0.137,150.69,1250.6,0.0,1250.6,Debit Card,Mobile,7,0,0,0
TXN0008851,2024-01-16 09:21:49,CUST00939,Elena Allen,18,United Kingdom,Bronze,708,Beauty,Fragrance,2,37.61,75.22,0.0,0.0,0.0,0.0,75.22,0.1,7.52,82.74,0.0,82.74,Debit Card,Mobile,357,0,0,1
TXN0008852,2024-10-05 07:05:05,CUST00967,Jessica Moore,68,United Kingdom,Bronze,2320,Beauty,Sunscreen,3,118.74,356.22,0.0,0.0,0.0,0.0,356.22,0.076,27.07,383.29,0.0,383.29,PayPal,Mobile,11,0,0,0
TXN0008853,2024-11-08 07:25:03,CUST00579,Joseph Allen,21,India,Platinum,2014,Home & Garden,Furniture,1,592.08,592.08,0.15,0.0,0.15,88.81,503.27,0.131,65.93,569.2,0.0,569.2,Crypto,Desktop,229,0,0,0
TXN0008854,2024-04-24 19:55:22,CUST01473,Yuki White,64,Canada,Gold,3167,Sports,Gym Equipment,3,374.62,1123.86,0.1,0.15,0.25,280.96,842.9,0.132,111.26,954.16,0.0,954.16,Bank Transfer,Desktop,324,0,0,0
TXN0008855,2023-02-19 22:19:25,CUST01118,Karen Miller,49,United States,Silver,2328,Electronics,Camera,2,171.99,343.98,0.05,0.0,0.05,17.2,326.78,0.074,24.18,350.96,0.0,350.96,PayPal,Tablet,339,0,0,0
TXN0008856,2023-01-12 05:18:39,CUST00471,Susan Jones,35,United States,Gold,3165,Books,Fiction,2,22.94,45.88,0.1,0.0,0.1,4.59,41.29,0.102,4.21,45.5,5.79,51.29,Debit Card,Mobile,150,0,1,0
TXN0008857,2023-04-04 14:05:22,CUST01372,Barbara Davis,59,Mexico,Bronze,2770,Books,Self-Help,1,9.75,9.75,0.0,0.05,0.05,0.49,9.26,0.13,1.2,10.46,9.02,19.48,Google Pay,Tablet,28,0,0,0
TXN0008858,2024-10-28 00:09:35,CUST00807,Carlos Brown,60,United Kingdom,Silver,2900,Groceries,Organic,3,68.43,205.29,0.05,0.0,0.05,10.26,195.03,0.123,23.99,219.02,0.0,219.02,Credit Card,Mobile,126,0,0,0
TXN0008859,2024-10-09 06:15:30,CUST01077,Richard Rodriguez,29,Brazil,Silver,1521,Toys,Outdoor,1,196.61,196.61,0.05,0.1,0.15,29.49,167.12,0.145,24.23,191.35,0.0,191.35,Apple Pay,Desktop,108,0,0,0
TXN0008860,2023-02-17 20:58:31,CUST00046,Linda Miller,30,United Kingdom,Bronze,781,Electronics,Smartphone,2,442.27,884.54,0.0,0.05,0.05,44.23,840.31,0.078,65.54,905.85,0.0,905.85,PayPal,Tablet,292,0,0,1
TXN0008861,2024-01-16 02:30:29,CUST01376,James Singh,58,United States,Gold,1393,Clothing,Hoodie,3,237.03,711.09,0.1,0.0,0.1,71.11,639.98,0.142,90.88,730.86,0.0,730.86,Credit Card,Mobile,98,0,0,0
TXN0008862,2024-10-30 01:08:24,CUST00899,Aisha Rodriguez,57,United States,Silver,216,Sports,Gym Equipment,3,265.38,796.14,0.05,0.0,0.05,39.81,756.33,0.113,85.47,841.8,0.0,841.8,Credit Card,Desktop,73,0,0,0
TXN0008863,2023-05-25 15:29:31,CUST00056,Mary Thompson,23,India,Bronze,308,Beauty,Men Grooming,1,32.65,32.65,0.0,0.0,0.0,0.0,32.65,0.081,2.64,35.29,6.16,41.45,Apple Pay,Desktop,321,0,0,1
TXN0008864,2024-11-03 09:59:12,CUST00464,Fatima Martin,20,United States,Bronze,584,Toys,Video Game,1,222.22,222.22,0.0,0.0,0.0,0.0,222.22,0.149,33.11,255.33,0.0,255.33,Google Pay,Mobile,230,0,0,1
TXN0008865,2024-07-08 03:46:40,CUST00011,Mary Kim,32,France,Platinum,3533,Books,Biography,5,21.05,105.25,0.15,0.05,0.2,21.05,84.2,0.133,11.2,95.4,0.0,95.4,Credit Card,Desktop,213,0,0,0
TXN0008866,2024-11-12 09:53:02,CUST00197,Jessica Johnson,38,France,Silver,3353,Books,Textbook,1,74.13,74.13,0.05,0.0,0.05,3.71,70.42,0.118,8.31,78.73,0.0,78.73,Bank Transfer,Desktop,50,0,0,0
TXN0008867,2023-11-06 17:51:05,CUST01421,Lisa Williams,27,United States,Silver,3583,Sports,Swimming,2,249.09,498.18,0.05,0.15,0.2,99.64,398.54,0.092,36.67,435.21,0.0,435.21,PayPal,Desktop,45,0,0,0
TXN0008868,2023-12-30 13:10:25,CUST01053,Robert Smith,49,United States,Bronze,3248,Home & Garden,Decor,3,654.71,1964.13,0.0,0.1,0.1,196.41,1767.72,0.121,213.89,1981.61,0.0,1981.61,Google Pay,Desktop,58,0,0,0
TXN0008869,2024-03-30 14:38:33,CUST00157,Jennifer Johnson,34,Japan,Silver,3397,Electronics,Headphones,1,411.68,411.68,0.05,0.0,0.05,20.58,391.1,0.133,52.02,443.12,0.0,443.12,Apple Pay,Desktop,27,0,0,0
TXN0008870,2023-09-04 11:43:10,CUST01487,Patricia Young,61,Canada,Silver,2239,Toys,Doll,1,137.65,137.65,0.05,0.1,0.15,20.65,117.0,0.129,15.09,132.09,0.0,132.09,Credit Card,Desktop,345,0,0,0
TXN0008871,2024-06-27 04:38:52,CUST00144,Elena Wilson,53,United States,Platinum,380,Toys,Action Figure,3,244.1,732.3,0.15,0.0,0.15,109.84,622.46,0.084,52.29,674.75,0.0,674.75,Credit Card,Mobile,38,0,0,0
TXN0008872,2024-07-20 15:33:56,CUST00215,Wei Wilson,47,India,Bronze,1605,Toys,Outdoor,2,135.15,270.3,0.0,0.0,0.0,0.0,270.3,0.097,26.22,296.52,0.0,296.52,PayPal,Mobile,98,0,0,0
TXN0008873,2023-08-06 12:18:50,CUST00604,Michael Martin,35,United States,Bronze,2271,Electronics,Headphones,2,1025.5,2051.0,0.0,0.0,0.0,0.0,2051.0,0.076,155.88,2206.88,0.0,2206.88,Credit Card,Desktop,276,0,0,1
TXN0008874,2023-09-08 13:18:07,CUST01020,Aisha Patel,52,United States,Gold,1484,Beauty,Vitamins,1,58.97,58.97,0.1,0.0,0.1,5.9,53.07,0.108,5.73,58.8,0.0,58.8,Credit Card,Desktop,180,0,0,0
TXN0008875,2023-04-01 01:28:59,CUST00323,Carlos Young,46,Canada,Bronze,1594,Sports,Running Shoes,2,35.69,71.38,0.0,0.0,0.0,0.0,71.38,0.114,8.14,79.52,0.0,79.52,Debit Card,Mobile,133,0,0,0
TXN0008876,2024-05-04 03:11:41,CUST01007,Ibrahim Wilson,29,United Kingdom,Bronze,1960,Clothing,Jacket,2,23.27,46.54,0.0,0.0,0.0,0.0,46.54,0.11,5.12,51.66,5.63,57.29,Credit Card,Tablet,338,0,0,1
TXN0008877,2024-02-21 21:04:35,CUST00434,Jessica Patel,74,Brazil,Silver,846,Books,Non-Fiction,1,31.33,31.33,0.05,0.0,0.05,1.57,29.76,0.121,3.6,33.36,5.72,39.08,Apple Pay,Mobile,160,0,0,0
TXN0008878,2023-05-20 13:26:51,CUST00777,Wei Young,70,United States,Silver,940,Beauty,Vitamins,1,33.68,33.68,0.05,0.0,0.05,1.68,32.0,0.067,2.14,34.14,4.44,38.58,Credit Card,Mobile,345,0,0,0
TXN0008879,2024-02-05 17:46:20,CUST00945,Thomas Johnson,75,United Kingdom,Bronze,1087,Toys,Board Game,1,247.27,247.27,0.0,0.1,0.1,24.73,222.54,0.094,20.92,243.46,0.0,243.46,Debit Card,Mobile,108,0,0,0
TXN0008880,2023-10-05 09:04:03,CUST00081,Mary Singh,48,United States,Gold,1915,Electronics,Tablet,2,1010.16,2020.32,0.1,0.0,0.1,202.03,1818.29,0.138,250.92,2069.21,0.0,2069.21,Debit Card,Mobile,43,0,0,0
TXN0008881,2024-06-29 19:45:43,CUST00200,Patricia Singh,72,Canada,Silver,1901,Clothing,T-Shirt,2,37.69,75.38,0.05,0.0,0.05,3.77,71.61,0.101,7.23,78.84,0.0,78.84,Debit Card,Mobile,289,0,0,0
TXN0008882,2024-02-15 07:03:42,CUST00110,Aisha Wilson,67,France,Silver,1009,Sports,Gym Equipment,1,493.97,493.97,0.05,0.0,0.05,24.7,469.27,0.119,55.84,525.11,0.0,525.11,PayPal,Tablet,277,0,0,0
TXN0008883,2023-01-19 17:52:40,CUST01392,Michael Thompson,58,United States,Bronze,2825,Toys,Doll,4,186.9,747.6,0.0,0.0,0.0,0.0,747.6,0.065,48.59,796.19,0.0,796.19,Debit Card,Desktop,79,0,0,0
TXN0008884,2023-07-08 04:32:43,CUST00466,Joseph Singh,42,United States,Silver,2740,Books,Textbook,1,70.81,70.81,0.05,0.0,0.05,3.54,67.27,0.141,9.49,76.76,0.0,76.76,Credit Card,Mobile,363,0,0,0
TXN0008885,2024-01-02 09:59:22,CUST01480,Patricia Chen,22,Australia,Silver,2046,Books,Fiction,4,75.78,303.12,0.05,0.05,0.1,30.31,272.81,0.13,35.47,308.28,0.0,308.28,Credit Card,Desktop,42,0,0,0
TXN0008886,2023-07-27 22:37:51,CUST00266,Susan Brown,54,United Kingdom,Bronze,2005,Clothing,Suit,1,60.86,60.86,0.0,0.05,0.05,3.04,57.82,0.074,4.28,62.1,0.0,62.1,Debit Card,Desktop,152,0,0,0
TXN0008887,2023-08-22 01:48:14,CUST00802,Susan Nguyen,59,France,Bronze,2652,Clothing,Sneakers,1,242.86,242.86,0.0,0.2,0.2,48.57,194.29,0.122,23.7,217.99,0.0,217.99,Apple Pay,Mobile,161,0,0,0
TXN0008888,2023-04-08 14:15:22,CUST00266,Susan Brown,54,United Kingdom,Bronze,2005,Electronics,Camera,3,624.82,1874.46,0.0,0.0,0.0,0.0,1874.46,0.082,153.71,2028.17,0.0,2028.17,Apple Pay,Desktop,259,0,0,1
TXN0008889,2024-02-12 23:38:54,CUST01344,Wei Johnson,56,United States,Silver,390,Clothing,Dress,2,136.62,273.24,0.05,0.1,0.15,40.99,232.25,0.079,18.35,250.6,0.0,250.6,Debit Card,Mobile,167,0,0,0
TXN0008890,2023-12-05 05:21:23,CUST00227,Sofia Taylor,65,Brazil,Gold,1948,Groceries,Snacks,2,35.65,71.3,0.1,0.2,0.3,21.39,49.91,0.054,2.7,52.61,9.08,61.69,Debit Card,Mobile,291,0,0,0
TXN0008891,2024-11-06 13:33:39,CUST00786,Thomas Brown,73,Germany,Silver,1722,Clothing,Shoes,1,243.95,243.95,0.05,0.0,0.05,12.2,231.75,0.108,25.03,256.78,0.0,256.78,Bank Transfer,Desktop,93,0,0,0
TXN0008892,2023-12-04 05:02:18,CUST00067,Patricia Kumar,24,France,Bronze,1184,Home & Garden,Lighting,2,50.89,101.78,0.0,0.0,0.0,0.0,101.78,0.095,9.67,111.45,0.0,111.45,Gift Card,Desktop,90,0,0,0
TXN0008893,2024-07-06 20:39:06,CUST00641,Susan Jones,65,France,Bronze,513,Toys,Educational,1,12.98,12.98,0.0,0.0,0.0,0.0,12.98,0.113,1.47,14.45,9.81,24.26,PayPal,Mobile,298,0,0,1
TXN0008894,2023-05-23 15:54:26,CUST00164,John Garcia,33,United States,Bronze,40,Sports,Yoga Mat,1,157.16,157.16,0.0,0.0,0.0,0.0,157.16,0.101,15.87,173.03,0.0,173.03,Debit Card,Mobile,267,0,0,1
TXN0008895,2024-11-18 19:23:35,CUST01075,Karen Garcia,22,United Kingdom,Bronze,3386,Toys,Action Figure,5,240.86,1204.3,0.0,0.0,0.0,0.0,1204.3,0.099,119.23,1323.53,0.0,1323.53,PayPal,Desktop,249,0,0,1
TXN0008896,2024-04-13 15:28:36,CUST01172,Elena Nguyen,75,United States,Silver,1054,Beauty,Haircare,5,40.08,200.4,0.05,0.05,0.1,20.04,180.36,0.119,21.46,201.82,0.0,201.82,PayPal,Mobile,351,0,0,0
TXN0008897,2024-06-09 23:22:32,CUST01089,Priya Williams,71,United States,Platinum,2157,Sports,Running Shoes,2,209.08,418.16,0.15,0.0,0.15,62.72,355.44,0.104,36.97,392.41,0.0,392.41,Google Pay,Mobile,83,0,0,0
TXN0008898,2024-12-06 06:42:47,CUST00808,Robert White,71,Brazil,Silver,2560,Toys,Board Game,2,81.42,162.84,0.05,0.1,0.15,24.43,138.41,0.066,9.14,147.55,0.0,147.55,PayPal,Mobile,224,0,0,0
TXN0008899,2023-04-15 03:11:38,CUST00804,Carlos Brown,59,India,Bronze,504,Beauty,Nail Care,1,129.13,129.13,0.0,0.15,0.15,19.37,109.76,0.052,5.71,115.47,0.0,115.47,Apple Pay,Mobile,226,0,0,1
TXN0008900,2023-02-03 20:31:46,CUST01496,Joseph Kim,73,Canada,Silver,1755,Books,Children,1,39.52,39.52,0.05,0.0,0.05,1.98,37.54,0.073,2.74,40.28,8.39,48.67,Credit Card,Desktop,249,0,0,0
TXN0008901,2024-12-08 13:04:53,CUST00683,Jessica Kumar,53,Canada,Bronze,1598,Electronics,Camera,1,301.14,301.14,0.0,0.1,0.1,30.11,271.03,0.105,28.46,299.49,0.0,299.49,Apple Pay,Desktop,291,0,0,1
TXN0008902,2023-04-13 07:02:23,CUST01190,Susan Ahmed,20,United States,Bronze,1539,Beauty,Fragrance,1,121.39,121.39,0.0,0.0,0.0,0.0,121.39,0.076,9.23,130.62,0.0,130.62,Credit Card,Mobile,251,0,0,1
TXN0008903,2024-10-05 17:55:46,CUST01400,Joseph Garcia,57,Japan,Silver,1198,Groceries,Beverages,1,62.19,62.19,0.05,0.0,0.05,3.11,59.08,0.076,4.49,63.57,0.0,63.57,Credit Card,Mobile,348,0,0,0
TXN0008904,2024-07-10 20:25:55,CUST01006,Carlos Miller,42,United Kingdom,Bronze,2539,Clothing,Sneakers,2,31.36,62.72,0.0,0.1,0.1,6.27,56.45,0.054,3.05,59.5,0.0,59.5,Bank Transfer,Mobile,331,0,0,1
TXN0008905,2024-05-27 08:49:44,CUST01484,David Singh,42,Canada,Bronze,754,Clothing,Suit,2,89.9,179.8,0.0,0.0,0.0,0.0,179.8,0.078,14.02,193.82,0.0,193.82,Apple Pay,Desktop,121,0,0,0
TXN0008906,2023-04-14 21:52:04,CUST00918,Aisha White,35,India,Bronze,3032,Toys,Video Game,2,236.46,472.92,0.0,0.2,0.2,94.58,378.34,0.107,40.48,418.82,0.0,418.82,Debit Card,Mobile,299,0,0,1
TXN0008907,2024-12-20 14:28:07,CUST00781,Priya Lee,53,France,Bronze,2814,Home & Garden,Plants,1,88.03,88.03,0.0,0.1,0.1,8.8,79.23,0.116,9.19,88.42,0.0,88.42,PayPal,Desktop,21,0,0,0
TXN0008908,2023-03-24 05:11:57,CUST01325,Sarah Moore,71,India,Platinum,97,Clothing,Jacket,1,101.12,101.12,0.15,0.0,0.15,15.17,85.95,0.111,9.54,95.49,0.0,95.49,Credit Card,Mobile,204,0,0,0
TXN0008909,2023-11-02 00:31:30,CUST00884,David Thomas,36,United States,Gold,2202,Electronics,Speaker,1,710.86,710.86,0.1,0.05,0.15,106.63,604.23,0.141,85.2,689.43,0.0,689.43,Debit Card,Mobile,15,0,0,0
TXN0008910,2024-11-17 13:58:37,CUST00899,Aisha Rodriguez,57,United States,Silver,216,Groceries,Fresh Produce,1,65.38,65.38,0.05,0.0,0.05,3.27,62.11,0.132,8.2,70.31,0.0,70.31,Apple Pay,Mobile,144,0,0,0
TXN0008911,2024-10-16 19:08:15,CUST00522,Carlos Kumar,52,United States,Gold,603,Sports,Swimming,4,406.79,1627.16,0.1,0.0,0.1,162.72,1464.44,0.07,102.51,1566.95,0.0,1566.95,Credit Card,Mobile,208,0,0,0
TXN0008912,2024-10-14 10:03:50,CUST01009,Wei Chen,41,United States,Bronze,1876,Groceries,Fresh Produce,1,70.95,70.95,0.0,0.1,0.1,7.1,63.85,0.089,5.68,69.53,0.0,69.53,Credit Card,Desktop,345,0,0,1
TXN0008913,2024-01-26 01:46:40,CUST00564,David Patel,24,Germany,Bronze,3063,Books,Fiction,4,30.2,120.8,0.0,0.1,0.1,12.08,108.72,0.06,6.52,115.24,0.0,115.24,Bank Transfer,Mobile,288,0,0,1
TXN0008914,2024-03-11 21:08:43,CUST01277,Priya Taylor,64,France,Bronze,2607,Electronics,Laptop,4,426.49,1705.96,0.0,0.0,0.0,0.0,1705.96,0.1,170.6,1876.56,0.0,1876.56,Debit Card,Desktop,16,0,0,0
